no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2,0,0,5000000.0,19400000.0,12,434.44951185170305,9500000.0,1600000.0,18000000.0,6100000.0,1
4,0,0,5800000.0,14000000.0,16,530.0,3800000.0,11300000.0,22200000.0,5400000.0,1
4,0,1,6500000.0,25700000.0,18,442.51126911034953,13100000.0,1700000.0,19500000.0,8500000.0,1
0,1,1,4968514.011459557,15077264.067401426,2,551.0,900000.0,600000.0,14176882.476348989,4451004.651892433,0
0,1,0,4900000.0,9800000.0,16,470.0773814277279,3800000.0,8700000.0,10000000.0,3300000.0,1
5,1,0,3100000.0,9500000.0,20,514.0,7900000.0,3100000.0,6600000.0,2600000.0,1
4,0,0,8200000.0,28100000.0,12,696.0,11500000.0,10600000.0,25300000.0,7200000.0,0
4,1,1,2400000.0,5600000.0,4,662.0,4500000.0,4200000.0,5400000.0,2500000.0,0
5,1,1,7000000.0,24000000.0,6,336.0,2300000.0,11900000.0,27500000.0,9700000.0,1
3,1,1,9000000.0,26553803.741785586,10,850.0,11662067.433037601,12400000.0,26763468.418858528,8000000.0,0
2,1,0,5034340.3011365915,25300000.0,12,421.38966885864465,20200000.0,5200000.0,25500000.0,9300000.0,1
2,0,0,5700000.0,12000000.0,6,363.0,3600000.0,7400000.0,21700000.0,4300000.0,1
1,1,1,800000.0,2944577.6728135967,10,436.0,700000.0,200000.0,2200000.0,1000000.0,1
5,1,1,8400000.0,22000000.0,2,830.0,3800000.0,3900000.0,19900000.0,5400000.0,0
3,0,0,4900000.0,11900000.0,8,612.0,9700000.0,1200000.0,19000000.0,5800000.0,0
2,0,1,1700000.0,3400000.0,8,691.0,2700000.0,2800000.0,6000000.0,900000.0,0
3,1,0,1600000.0,6200000.0,18,636.0,3400000.0,700000.0,5300000.0,1400000.0,0
5,0,1,8000000.0,27200000.0,6,348.0,6400000.0,300000.0,16700000.0,7100000.0,1
5,0,0,3600000.0,7700000.0,16,830.0,7000000.0,1300000.0,10000000.0,2900000.0,0
3,1,1,1500000.0,5100000.0,6,352.0,2934256.18758563,200000.0,5600000.0,900000.0,1
1,0,0,7800000.0,18100000.0,2,712.0,8600000.0,11200000.0,21700000.0,9000000.0,0
2,1,0,9100000.0,24900000.0,16,822.0,11379855.65125747,12100000.0,31000000.0,5200000.0,0
3,0,0,1400000.0,3400000.0,6,540.0,2670893.009600139,1500000.0,3900000.0,800000.0,1
2,0,1,800000.0,2300000.0,12,342.0,2200000.0,1300000.0,3175848.7282654927,800000.0,1
5,0,0,6500000.0,13400000.0,18,787.0,18200000.0,300000.0,16200000.0,5400000.0,0
4,0,0,8000000.0,27800000.0,16,331.0,13000000.0,6300000.0,21400000.0,10900000.0,1
3,1,1,4200000.0,14600000.0,6,679.0,2400000.0,6900000.0,8700000.0,4900000.0,0
1,0,1,4900000.0,19100000.0,14,677.0,5400000.0,9100000.0,17700000.0,6500000.0,0
3,1,0,5500000.0,20500000.0,12,634.0,800000.0,8600000.0,18500000.0,8200000.0,0
1,1,1,4973674.785251636,19100000.0,16,662.0,7284527.907988505,10500000.0,16400709.98658684,5440987.620591195,0
4,0,0,7300000.0,25400000.0,16,502.0,500000.0,1800000.0,20500000.0,10500000.0,1
2,0,0,8700000.0,24700000.0,10,435.0,6800000.0,3500000.0,21800000.0,7704638.214041999,1
5,1,0,3800000.0,7600000.0,4,689.0,8700000.0,3832357.927269859,9300000.0,3400000.0,0
1,1,1,8400000.0,23000000.0,12,657.0,15400000.0,7640133.968427571,24383837.110012177,8200000.0,0
2,0,1,5100000.0,19700000.0,20,590.0,7400000.0,9300000.0,19400000.0,3400000.0,0
5,1,0,6700000.0,24500000.0,12,818.0,1200000.0,5600000.0,16300000.0,6200000.0,0
2,1,0,4300000.0,10600000.0,18,431.0,2100000.0,1500000.0,9300000.0,5200000.0,1
5,0,1,9300000.0,30500000.0,18,841.0,19300000.0,10300000.0,28501974.26446097,8700000.0,0
1,0,0,7400000.0,18400000.0,20,421.0,18500000.0,9100000.0,17500000.0,4100000.0,1
4,1,1,5500000.0,18200000.0,16,797.0,7683190.814988601,4900000.0,18600000.0,4800000.0,0
2,1,0,8500000.0,18900000.0,18,478.0,10348176.686604448,7103589.751100859,25900000.0,7567269.245897933,1
3,1,1,4988913.715090298,30500000.0,18,669.0,4700000.0,1900000.0,26500000.0,9300000.0,0
5,1,1,8800000.0,28900000.0,6,365.0,12223650.942765784,8600000.0,27400000.0,4700000.0,1
3,1,1,3300000.0,7500000.0,20,586.0,1600000.0,5600000.0,10500000.0,2900000.0,0
4,0,1,3900000.0,12300000.0,18,784.0,7600000.0,6900000.0,13100000.0,2800000.0,0
1,0,0,4100000.0,10300000.0,12,364.0,9500000.0,6100000.0,14900000.0,2800000.0,1
3,1,0,8300000.0,29100000.0,10,715.0,6100000.0,11900000.0,24100000.0,8224701.631683953,0
0,1,1,2700000.0,10100000.0,20,693.0,4256151.722732347,1700000.0,5900000.0,1400000.0,1
4,0,0,5600000.0,12400000.0,4,777.0,5500000.0,3100000.0,11800000.0,5500000.0,0
0,0,0,1900000.0,5000000.0,12,448.38223486248427,4000000.0,2800000.0,4900000.0,2400000.0,1
4,1,1,5036796.976578054,15020311.018027237,20,340.0,7170159.763835242,200000.0,1900000.0,600000.0,1
5,0,1,5300000.0,18600000.0,4,386.0,2700000.0,9700000.0,11900000.0,4200000.0,0
5,1,0,7000000.0,18300000.0,4,418.0,18400000.0,11700000.0,21500000.0,7600000.0,1
3,1,1,5800000.0,16700000.0,16,735.0,3900000.0,9400000.0,12600000.0,5600000.0,0
2,1,0,2600000.0,8400000.0,6,494.0,6500000.0,3800000.0,5600000.0,2000000.0,1
2,1,0,1900000.0,6500000.0,18,671.0,600000.0,2500000.0,4800000.0,1100000.0,0
4,0,0,5700000.0,14800000.0,16,697.0,14300000.0,7800000.0,12900000.0,6300000.0,0
0,0,0,9000000.0,26467196.875144787,8,801.0,11600000.0,8900000.0,26434562.821662307,11100000.0,0
2,1,0,8500000.0,29400000.0,12,576.0,17600000.0,5600000.0,25200000.0,9000000.0,0
0,1,0,700000.0,3089539.498957536,14,639.0,1900000.0,700000.0,2400000.0,900000.0,0
4,0,0,3500000.0,8900000.0,4,470.0,1300000.0,2200000.0,12300000.0,2000000.0,1
0,1,0,8800000.0,26015113.893121824,4,826.0,2900000.0,500000.0,24475530.944560293,8600000.0,0
2,1,1,5021936.306912815,21200000.0,16,363.0,7884247.208313768,11400000.0,26600000.0,6800000.0,1
3,0,0,3600000.0,8600000.0,20,613.0,9400000.0,300000.0,10300000.0,3300000.0,0
3,1,1,3000000.0,8200000.0,16,713.0,5300000.0,5800000.0,11000000.0,3400000.0,0
2,0,0,6800000.0,21200000.0,16,439.0,17100000.0,4700000.0,23300000.0,3600000.0,1
5,1,1,1100000.0,3800000.0,18,387.0,1300000.0,1200000.0,3800000.0,1600000.0,1
1,1,1,8700000.0,28300000.0,8,402.0,20400000.0,13600000.0,27900000.0,10200000.0,1
4,0,1,2000000.0,8000000.0,6,837.0,5100000.0,2600000.0,3900000.0,2900000.0,0
2,1,0,4994265.634654879,15228749.023015276,10,641.0,6785972.28356382,4861085.193999164,23400000.0,7600000.0,0
4,0,0,5700000.0,21100000.0,18,489.0,500000.0,4300000.0,12500000.0,6000000.0,1
4,0,0,8800000.0,20700000.0,18,540.0,19200000.0,3200000.0,22400000.0,7741111.263132071,1
4,0,0,3800000.0,8900000.0,4,844.0,9100000.0,3500000.0,13100000.0,4700000.0,0
1,0,0,1700000.0,6400000.0,10,452.0,900000.0,1100000.0,5600000.0,2100000.0,1
2,0,0,1000000.0,2000000.0,10,366.0,1200000.0,400000.0,3200000.0,1300000.0,1
5,0,0,5061565.273094562,15169485.862887766,2,670.6689244433408,7198861.7619213415,500000.0,14689121.920346636,4723113.991152573,0
2,0,1,6600000.0,15000000.0,18,470.0,1200000.0,4800000.0,18200000.0,7000000.0,1
2,1,0,8700000.0,25000000.0,20,861.0,14700000.0,8500000.0,23200000.0,7300000.0,0
4,0,0,9400000.0,29400000.0,12,562.0,12637499.405173745,8516801.666895062,27975789.67589825,7100000.0,0
0,0,0,4400000.0,10800000.0,14,463.0,2400000.0,4800000.0,13800000.0,4700000.0,1
4,1,0,5049957.491148678,15032913.620501604,12,478.0,700000.0,4311983.792488338,14826092.153592844,4773266.490238214,1
2,1,1,4984131.201471643,15096240.219645387,2,702.0,300000.0,200000.0,14113307.470190225,4502814.954849109,0
2,1,1,4300000.0,12900000.0,20,618.0,11400000.0,3600000.0,11400000.0,2400000.0,0
4,0,0,1600000.0,4500000.0,12,633.0,700000.0,1700000.0,4100000.0,1900000.0,0
5,1,1,6200000.0,23600000.0,10,331.0,18500000.0,10300000.0,23800000.0,8700000.0,1
3,1,1,4200000.0,9700000.0,16,841.0,7800000.0,300000.0,16700000.0,5100000.0,0
4,1,1,9000000.0,18100000.0,12,764.0,600000.0,6527711.872362832,20800000.0,7304810.650693644,0
0,0,0,2700000.0,10600000.0,6,591.0,1300000.0,2700000.0,9900000.0,1800000.0,0
1,0,1,5018683.419193461,15058977.855477713,2,719.0,19600000.0,7600000.0,20400000.0,10900000.0,0
2,0,0,3300000.0,6800000.0,14,459.7208462962283,3400000.0,300000.0,11700000.0,3600000.0,1
0,1,0,4979026.704816217,15194784.595659373,8,778.0,800000.0,200000.0,14022934.850461794,4471441.830916477,0
3,0,1,7400000.0,18200000.0,14,456.43467698088983,5600000.0,3100000.0,17900000.0,5000000.0,1
5,1,0,7100000.0,19700000.0,8,502.0,7300000.0,5600000.0,25300000.0,9800000.0,1
5,1,1,7300000.0,22100000.0,18,711.1252559611534,19500000.0,10600000.0,19300000.0,9800000.0,0
1,1,0,8400000.0,23400000.0,14,437.0,15400000.0,5800000.0,24402994.89303294,8100000.0,1
0,1,1,3300000.0,10800000.0,12,797.0,600000.0,6000000.0,7700000.0,3300000.0,0
4,1,1,5800000.0,23200000.0,18,456.0,16100000.0,4200000.0,22600000.0,7500000.0,1
0,1,0,600000.0,2741265.7078332044,6,647.0,1500000.0,600000.0,2274000.6099638706,700000.0,0
0,1,0,7200000.0,15800000.0,12,379.0,12700000.0,12200000.0,21500000.0,3600000.0,1
1,1,1,9100000.0,26798956.862311408,2,717.0,2200000.0,2000000.0,23600000.0,5900000.0,0
5,0,0,900000.0,2300000.0,16,545.0,2148578.9005827885,200000.0,2700000.0,800000.0,1
2,0,0,800000.0,3200000.0,8,434.5450640659777,300000.0,1000000.0,2000000.0,900000.0,1
1,1,0,8500000.0,25198541.698683262,10,570.0,5100000.0,6200000.0,20500000.0,5500000.0,0
0,1,1,9000000.0,18700000.0,18,865.0,10466420.69320127,7303956.659126494,20900000.0,7535990.781785408,0
3,0,0,7000000.0,19500000.0,14,719.0,12200000.0,10300000.0,18200000.0,10200000.0,0
3,0,0,5043300.261868512,15255427.636427388,16,821.0,400000.0,4336144.339202426,14747448.502556892,4810915.112170775,0
4,1,1,4998235.350790035,15175169.472337112,10,859.0,900000.0,500000.0,14167689.03199735,4635662.651228501,0
3,1,0,5100000.0,18200000.0,10,395.0,7525617.81593668,8000000.0,15500000.0,6300000.0,1
2,1,1,700000.0,2600000.0,12,429.0,1600000.0,1300000.0,2700000.0,800000.0,1
3,0,0,5044056.782215359,15225451.086203504,12,861.0,6981328.048757241,600000.0,14598402.608991034,4771596.70994036,0
0,1,1,4966244.450419016,20800000.0,14,565.0,15100000.0,11900000.0,17270650.800444454,5748688.399623725,0
5,0,0,8800000.0,22600000.0,10,357.0,7900000.0,8600000.0,18200000.0,4900000.0,1
3,1,1,1800000.0,3600000.0,18,465.0,600000.0,500000.0,5400000.0,2600000.0,1
4,1,1,6800000.0,13900000.0,8,479.0,11700000.0,9100000.0,25700000.0,9600000.0,1
3,1,0,1500000.0,5500000.0,16,717.0,2100000.0,800000.0,4400000.0,1300000.0,0
3,0,0,1600000.0,5500000.0,12,425.0,600000.0,800000.0,5400000.0,900000.0,1
2,1,0,4600000.0,16700000.0,2,786.0,6624962.003849828,5900000.0,13900000.0,6100000.0,0
5,1,1,2200000.0,6700000.0,6,382.0,4400000.0,1300000.0,8600000.0,1100000.0,1
3,1,1,2900000.0,8500000.0,12,564.0,1000000.0,3100000.0,7500000.0,1800000.0,0
0,0,0,5061840.444199213,14937210.477744104,8,501.0,500000.0,200000.0,14520923.76075126,4587209.674998014,1
2,1,1,2500000.0,9400000.0,10,727.0,6600000.0,4100000.0,9500000.0,3300000.0,0
4,1,0,3600000.0,7500000.0,6,692.0665106040793,1100000.0,6500000.0,7400000.0,2800000.0,0
0,0,1,5500000.0,16700000.0,18,829.0,5500000.0,1300000.0,12800000.0,5900000.0,0
4,1,0,6600000.0,17400000.0,20,506.0,2600000.0,10000000.0,25900000.0,7200000.0,1
2,0,1,8600000.0,25250186.573330946,6,802.0,9400000.0,7421627.892953515,24500000.0,9800000.0,0
5,1,0,600000.0,2397369.8618256287,14,543.0,300000.0,900000.0,2100000.0,883594.2712055768,1
3,0,1,1400000.0,3200000.0,20,772.0,2400000.0,900000.0,5100000.0,1600000.0,0
3,0,0,4000000.0,11100000.0,12,572.0,9700000.0,4136381.62133761,12500000.0,2400000.0,0
0,1,1,4900000.0,11900000.0,16,709.0,14600000.0,900000.0,18500000.0,3800000.0,0
5,0,0,2000000.0,6200000.0,18,402.0,4000000.0,2100000.0,7200000.0,1100000.0,1
1,1,1,5200000.0,19300000.0,8,481.0,14300000.0,9500000.0,18800000.0,4200000.0,1
5,0,1,8900000.0,28800000.0,6,772.0,13600000.0,5500000.0,20400000.0,8400000.0,0
1,0,1,6500000.0,20600000.0,2,662.4902129818433,15900000.0,1900000.0,18100000.0,3200000.0,0
2,1,0,1300000.0,4500000.0,6,415.0,2528462.2978506717,900000.0,2900000.0,1200000.0,1
3,1,0,9400000.0,27432863.413180597,16,548.0,18200000.0,4400000.0,27312581.97791867,4800000.0,1
5,1,0,5000000.0,11200000.0,8,701.0,9100000.0,500000.0,14000000.0,4600000.0,0
2,0,0,3000000.0,7700000.0,12,701.9297972383551,4700000.0,4300000.0,8400000.0,2100000.0,0
5,1,1,5047253.3927980615,14924881.168365639,6,364.0,5300000.0,4427904.730812293,27800000.0,8300000.0,1
5,0,1,700000.0,2886713.5686373496,20,704.0,1600000.0,984941.451925909,2200000.0,600000.0,0
3,0,1,4000000.0,10600000.0,10,440.5200248584708,1500000.0,5100000.0,8000000.0,4900000.0,1
5,1,0,3100000.0,9600000.0,2,761.0,5800000.0,1800000.0,10400000.0,4200000.0,0
4,1,0,4500000.0,15100000.0,6,693.0,3700000.0,1500000.0,17800000.0,6000000.0,0
3,1,0,5041392.375795788,20600000.0,16,524.0,7709107.3546676375,11100000.0,27400000.0,6100000.0,1
2,1,1,2000000.0,5300000.0,10,681.0,4900000.0,1400000.0,4300000.0,2900000.0,0
2,0,1,8100000.0,22300000.0,18,737.0,10530624.019700069,12600000.0,27000000.0,7300000.0,0
0,1,0,5700000.0,15900000.0,16,638.0,7350850.186906131,9500000.0,16300000.0,4500000.0,0
4,1,0,5800000.0,12800000.0,2,656.0,500000.0,5000000.0,16000000.0,2800000.0,0
1,0,0,1800000.0,6500000.0,6,540.0,2500000.0,3200000.0,5000000.0,1100000.0,1
4,1,1,9100000.0,26448316.078597233,6,341.0,1000000.0,300000.0,23100000.0,8200000.0,1
0,1,1,4800000.0,17500000.0,2,371.0,11700000.0,6800000.0,18700000.0,3500000.0,0
3,1,1,3800000.0,10500000.0,12,698.5773656318311,4000000.0,500000.0,14900000.0,2300000.0,0
0,1,0,1900000.0,4100000.0,18,801.0,400000.0,800000.0,4800000.0,1200000.0,0
3,1,1,3600000.0,9500000.0,16,748.0,7700000.0,2400000.0,9700000.0,2600000.0,0
2,1,1,7400000.0,28200000.0,8,376.0,10816894.42316392,5000000.0,17400000.0,5200000.0,1
4,1,1,6600000.0,14300000.0,8,371.0,10800000.0,9500000.0,18500000.0,7400000.0,1
2,0,0,1800000.0,5300000.0,6,826.0,4500000.0,700000.0,6500000.0,1300000.0,0
4,1,0,9200000.0,27200000.0,12,698.5681717155212,4500000.0,1800000.0,25796983.027489778,8220967.388703891,0
5,1,1,2400000.0,8600000.0,8,430.7494464890911,500000.0,600000.0,5700000.0,2800000.0,1
4,1,0,5600000.0,13300000.0,20,869.0,3300000.0,7500000.0,20000000.0,6500000.0,0
5,0,0,3800000.0,13900000.0,12,534.0,4700000.0,2900000.0,8200000.0,2800000.0,1
3,1,1,4500000.0,17900000.0,6,787.0,9800000.0,3600000.0,14300000.0,4200000.0,0
0,0,1,900000.0,2200000.0,16,566.0,1880212.2288681297,700000.0,2000000.0,600000.0,0
0,1,0,2800000.0,9900000.0,8,742.0,4900000.0,1300000.0,6700000.0,1700000.0,0
2,1,0,7500000.0,23100000.0,4,824.0,12100000.0,10900000.0,26300000.0,9500000.0,0
4,0,0,1400000.0,3100000.0,14,575.0,3000000.0,2100000.0,4900000.0,1400000.0,0
2,0,1,3800000.0,10900000.0,10,766.0,1900000.0,3900000.0,8600000.0,3000000.0,0
1,1,1,1700000.0,5000000.0,10,691.6179161350169,2900000.0,900000.0,4100000.0,2200000.0,0
3,0,1,9000000.0,30400000.0,6,638.0,16800000.0,11000000.0,26900000.0,9200000.0,0
5,1,1,7300000.0,23300000.0,6,622.0,7100000.0,11600000.0,26400000.0,10500000.0,0
1,1,0,7400000.0,19800000.0,18,458.0,12600000.0,6200000.0,27700000.0,4000000.0,1
1,1,0,9000000.0,28200000.0,16,452.89485835209103,1700000.0,2300000.0,24000000.0,8086233.714454078,1
0,1,0,3000000.0,6500000.0,2,612.0,8800000.0,3400000.0,6700000.0,1700000.0,0
1,0,0,800000.0,2900000.0,8,682.0,2200000.0,1100000.0,2900000.0,700000.0,0
2,0,0,4800000.0,13200000.0,2,583.0,13700000.0,5800000.0,9500000.0,5200000.0,0
5,1,0,6400000.0,18300000.0,8,697.0,10000000.0,3600000.0,22500000.0,3600000.0,0
3,0,0,9200000.0,27100000.0,12,444.91028963898555,5800000.0,11500000.0,28000000.0,9600000.0,1
4,1,1,4999748.391483729,15115216.37188935,2,669.0,6978941.60040971,600000.0,14479478.231790151,500000.0,0
2,1,0,2800000.0,6000000.0,18,816.0,6300000.0,4200000.0,8000000.0,3400000.0,0
4,1,1,8500000.0,28900000.0,20,455.0,15200000.0,5800000.0,22500000.0,9400000.0,1
3,0,1,4700000.0,16400000.0,10,430.85393209771814,11400000.0,8100000.0,16200000.0,4300000.0,1
4,1,1,5036796.976578054,21200000.0,20,355.0,7968669.5512592355,8900000.0,17097912.126161005,5703387.227205459,1
2,1,1,3800000.0,8900000.0,16,389.0,5249573.735309969,5600000.0,12200000.0,2200000.0,1
2,0,0,5038139.488076434,15141021.634521823,2,669.8831508729154,1500000.0,300000.0,14373139.948200496,600000.0,0
2,0,1,6900000.0,15600000.0,6,352.0,13000000.0,5300000.0,22600000.0,10000000.0,1
4,1,1,4997857.090616612,30100000.0,12,657.9098727894058,300000.0,6700000.0,18242943.317560475,5600000.0,0
3,1,0,2900000.0,6500000.0,18,827.0,8300000.0,600000.0,10400000.0,3200000.0,0
2,0,0,5036248.187209316,20900000.0,12,768.0,3400000.0,10200000.0,16800698.731217157,5585263.416080997,0
0,0,0,7100000.0,15400000.0,18,707.0,10300000.0,10800000.0,19600000.0,5800000.0,0
1,1,1,7700000.0,19100000.0,10,355.0,11300000.0,4900000.0,21900000.0,6600000.0,1
3,0,0,1400000.0,3300000.0,2,652.0,2509938.6697139703,2100000.0,3500000.0,1900000.0,0
3,0,0,7800000.0,15900000.0,2,665.0,14400000.0,900000.0,27200000.0,5400000.0,0
5,1,1,1700000.0,6000000.0,18,420.0,500000.0,1600000.0,3700000.0,2300000.0,1
2,1,0,8500000.0,24905406.465857096,18,471.0,12600000.0,9400000.0,25218489.41886458,8116769.9482049355,1
5,1,0,1900000.0,7500000.0,20,715.0,5100000.0,2800000.0,6500000.0,2800000.0,0
2,1,1,6700000.0,15200000.0,10,689.0,8281201.887180021,8200000.0,15000000.0,6800000.0,0
3,0,1,6900000.0,16400000.0,4,787.0,11100000.0,6100000.0,26400000.0,3800000.0,0
2,0,0,2600000.0,7800000.0,4,819.0,3100000.0,4300000.0,5700000.0,1500000.0,0
4,0,1,5041352.6838647425,21100000.0,6,809.0,16100000.0,9500000.0,17396466.626665413,8700000.0,0
1,1,1,6800000.0,17000000.0,2,744.0,15500000.0,3900000.0,23700000.0,3500000.0,0
0,1,0,3200000.0,11300000.0,6,484.0,3500000.0,5500000.0,8500000.0,2100000.0,1
4,1,0,2900000.0,10400000.0,6,673.0,5100000.0,1700000.0,10600000.0,1700000.0,0
3,0,1,7900000.0,21200000.0,18,695.0,13800000.0,10600000.0,21800000.0,4900000.0,0
4,1,1,3900000.0,12400000.0,12,473.0,6400000.0,4700000.0,13100000.0,3800000.0,1
4,0,1,4600000.0,11000000.0,2,491.0,9000000.0,4000000.0,16100000.0,3500000.0,1
3,1,1,700000.0,2963807.009669936,8,733.0,1200000.0,800000.0,2400000.0,500000.0,0
0,1,0,5200000.0,15600000.0,20,434.0,14100000.0,5800000.0,18100000.0,5500000.0,1
3,1,1,5900000.0,20600000.0,10,777.0,1900000.0,4600000.0,21200000.0,6400000.0,0
4,0,0,7200000.0,19100000.0,4,774.0,9400000.0,7000000.0,17900000.0,3600000.0,0
1,1,1,8700000.0,27000000.0,10,717.0,11436379.48599375,8600000.0,17500000.0,9100000.0,0
3,1,1,1100000.0,3500000.0,12,503.0,3000000.0,400000.0,2200000.0,1200000.0,1
1,0,1,4000000.0,10900000.0,14,598.0,3600000.0,6600000.0,13600000.0,4400000.0,0
2,0,0,5038139.488076434,15141021.634521823,2,543.0,7097160.123181178,4824058.801989324,25700000.0,7700000.0,0
0,1,1,2700000.0,6800000.0,20,796.0,700000.0,4200000.0,7000000.0,1900000.0,0
3,1,1,8800000.0,25624998.946452074,8,386.0,14800000.0,7880294.090903111,18400000.0,6000000.0,1
5,1,1,3300000.0,7800000.0,16,632.0,8500000.0,500000.0,7100000.0,4900000.0,0
1,0,1,6900000.0,23400000.0,4,481.0,18700000.0,1100000.0,23400000.0,10200000.0,0
3,0,1,900000.0,3500000.0,4,770.0,700000.0,1070464.749640801,2000000.0,600000.0,1
3,0,1,4100000.0,15500000.0,6,667.0,2800000.0,1600000.0,14700000.0,4000000.0,0
3,1,1,4700000.0,17500000.0,8,585.0,1200000.0,3100000.0,9600000.0,4900000.0,0
5,0,1,3400000.0,11600000.0,16,479.0,9200000.0,5700000.0,11200000.0,2400000.0,1
2,0,0,5035113.406689046,22500000.0,18,851.0,7400000.0,5367204.945390077,24300000.0,6071065.104120589,0
3,1,1,7000000.0,16200000.0,6,378.0,20000000.0,12600000.0,20300000.0,5500000.0,1
5,0,0,5700000.0,12900000.0,18,807.0,4100000.0,900000.0,18600000.0,5500000.0,0
1,1,1,8200000.0,24371248.11673312,18,831.0,10592726.799958147,12300000.0,17700000.0,7800000.0,0
2,1,0,2100000.0,5100000.0,12,674.0,2200000.0,3200000.0,6400000.0,2400000.0,0
1,1,1,8000000.0,28100000.0,18,725.0,1900000.0,12800000.0,23000000.0,7500000.0,0
2,1,0,8000000.0,29300000.0,4,600.0,16500000.0,13200000.0,29400000.0,6500000.0,0
0,1,1,9400000.0,27000000.0,10,536.0,4400000.0,1700000.0,26448195.41235605,4800000.0,1
0,0,0,8400000.0,20600000.0,10,477.0,1500000.0,1500000.0,25000000.0,7252428.531034909,1
1,1,1,1900000.0,5000000.0,6,560.0,1000000.0,1900000.0,6300000.0,1400000.0,0
0,1,1,4200000.0,16400000.0,20,539.0,9500000.0,2100000.0,11400000.0,3100000.0,1
5,0,0,2600000.0,9100000.0,8,852.0,3700000.0,700000.0,10300000.0,3300000.0,0
3,1,0,3700000.0,8500000.0,20,853.0,8300000.0,5700000.0,7500000.0,4900000.0,0
0,0,0,8800000.0,30900000.0,12,729.0,1700000.0,700000.0,25700000.0,8232844.427363539,0
2,1,0,2100000.0,4700000.0,2,546.0,6000000.0,3200000.0,5700000.0,1500000.0,1
3,0,1,900000.0,2400000.0,10,489.0,800000.0,931665.7157464561,2800000.0,500000.0,1
3,0,1,5033544.088858699,15107930.557945557,6,869.0,14400000.0,5174872.8363607675,22800000.0,10300000.0,0
2,1,0,8000000.0,20000000.0,2,502.0,4100000.0,2200000.0,21959412.9799854,9900000.0,1
0,0,0,5021387.517544077,15167010.30761368,8,652.0,6927757.814262875,4810776.123857835,29700000.0,5400000.0,0
0,1,1,4967379.230939287,15122228.892737245,8,789.0,400000.0,4208030.882957826,14496113.090948666,4679535.99210054,0
4,1,0,2700000.0,8100000.0,4,678.6728418538216,5000000.0,800000.0,9900000.0,3400000.0,0
3,0,1,7400000.0,19600000.0,2,716.0,4100000.0,8900000.0,29100000.0,4200000.0,0
3,0,0,9200000.0,26732790.562936015,18,523.0,12188416.775522918,4000000.0,29100000.0,8800000.0,1
5,1,0,5056253.045461027,22200000.0,20,352.0,8068725.832095859,5314839.557536246,30800000.0,7000000.0,1
5,0,1,3800000.0,14400000.0,2,345.0,3300000.0,800000.0,13000000.0,4700000.0,0
0,0,0,8300000.0,19400000.0,18,649.0,2500000.0,6488907.980189238,24300000.0,7230633.195524969,0
2,0,1,2800000.0,7400000.0,18,666.0,4184324.7022386757,2300000.0,6300000.0,3400000.0,0
0,0,0,8600000.0,20900000.0,10,813.0,11300000.0,11900000.0,26000000.0,4800000.0,0
